,id,question,answer,distractor1,distractor2,distractor(unsure),label,choice_list,choice_order
59,SP-24_CR,"When Laura, a bright young girl, shared with her parents that she intended to slice, dice, and gut for a living, they were taken aback. However, they quickly expressed their excitement for her future career. Keep in mind, her parents were not particularly violent people. Why?",Laura wanted to be a surgeon.,The parents known Laura was kiding and didn't pay attention.,Her parents thought the job has high salary so they are excited.,None of above.,0,"['Laura wanted to be a surgeon.', ""The parents known Laura was kiding and didn't pay attention."", 'Her parents thought the job has high salary so they are excited.', 'None of above.']","[0, 1, 2, 3]"
60,SP-25,"Brad started through the dirty sort-shared window on the 22nd floor of the office tower. Overcome with depression he slid the window open and jumped through it. It was a sheer drop outside the building to the ground. Miraculously after he landed he was completely uninjured. Since there was nothing to cushion his fall or slow his descent, how could he have survived the fall?","Brad was so sick and tired of window washing, he opened the window and jumped inside.",The ground outside the building is wet.,Consistent exercise has made him a very strong man.,None of above.,1,"['The ground outside the building is wet.', 'Brad was so sick and tired of window washing, he opened the window and jumped inside.', 'Consistent exercise has made him a very strong man.', 'None of above.']","[1, 0, 2, 3]"
61,SP-25_SR,"Brad began by entering the office tower's 22nd story through the filthy common window. He slid the window open and leapt through it after becoming depressed. Outside the building, there was a cliff-like drop to the ground. Amazingly, he came to rest entirely unharmed. How could he have survived the fall if there was nothing to slow or cushion his descent?","Brad was so sick and tired of window washing, he opened the window and jumped inside.",The ground outside the building is wet.,Consistent exercise has made him a very strong man.,None of above.,0,"['Brad was so sick and tired of window washing, he opened the window and jumped inside.', 'The ground outside the building is wet.', 'Consistent exercise has made him a very strong man.', 'None of above.']","[0, 1, 2, 3]"
62,SP-25_CR,"Lily stood on the edge of the 18th floor of the high-rise apartment complex. Overwhelmed with fatigue, she opened the balcony door and stepped through. It was a steep drop from the balcony to the pavement below. Amazingly, after stepping, she was unscathed. Given that there was nothing to soften her landing or slow her descent, how could she have survived the step?","Lily was exhausted from apartment cleaning, she opened the balcony door and stepped inside.",The ground outside the building is wet.,Consistent exercise has made him a very strong man.,None of above.,2,"['Consistent exercise has made him a very strong man.', 'The ground outside the building is wet.', 'Lily was exhausted from apartment cleaning, she opened the balcony door and stepped inside.', 'None of above.']","[2, 1, 0, 3]"
63,SP-26,A horse jumps over a tower and the tower disappears. It's not an illusion or a dream. So where could this happen?,On a chessboard.,On the moon.,Under the sea.,None of above.,1,"['On the moon.', 'On a chessboard.', 'Under the sea.', 'None of above.']","[1, 0, 2, 3]"
64,SP-26_SR,"A tower is jumped over by a horse, and the tower vanishes. It's not a dream or an illusion. So where might this occur?",On a chessboard.,On the moon.,Under the sea.,None of above.,1,"['On the moon.', 'On a chessboard.', 'Under the sea.', 'None of above.']","[1, 0, 2, 3]"
65,SP-26_CR,"A tower suddenly moves directly to another tower, and the tower hitted vanishes. It's not a dream or an illusion. So where might this occur? ",On a chessboard.,On the moon.,Under the sea.,None of above.,1,"['On the moon.', 'On a chessboard.', 'Under the sea.', 'None of above.']","[1, 0, 2, 3]"
66,SP-27,"Dorothy has never expressed suicidal thoughts, but whenever she experiences feelings of sadness or depression, she makes arrangements to travel to a very high spot that she has visited on numerous occasions. Once there, she proceeds to jump from that great height. The fascinating fact though is she has never been injured from this leap, and in fact, she tells everyone that she feels much better afterward. If she’s not suicidal, then what is going on here, and why has she never been injured, or even worse, died from her risky actions?",Dorothy is a sky jumper.,Consistent exercise has made him a very strong man.,Dprpyju was just raving to show her is outstanding.,None of above.,2,"['Dprpyju was just raving to show her is outstanding.', 'Consistent exercise has made him a very strong man.', 'Dorothy is a sky jumper.', 'None of above.']","[2, 1, 0, 3]"
67,SP-27_SR,"Although Dorothy has never stated suicide ideas, whenever she feels down or depressed, she makes plans to go to a very high location that she has frequented before. Once there, she makes the decision to jump from the enormous height. The amazing thing is that she has never experienced an injury as a result of her leap, and she even claims to feel much better afterwards. What is going on here, and why has she never been hurt or, worse still, killed as a result of her dangerous behavior, if she isn't suicidal?",Dorothy is a sky jumper.,Consistent exercise has made him a very strong man.,Dprpyju was just raving to show her is outstanding.,None of above.,1,"['Dprpyju was just raving to show her is outstanding.', 'Dorothy is a sky jumper.', 'Consistent exercise has made him a very strong man.', 'None of above.']","[2, 0, 1, 3]"
68,SP-27_CR,"Even though Matthew has never expressed any desire to endanger himself, whenever he feels stressed or overwhelmed, he makes plans to visit a certain deep spot that he has visited many times before. Once there, he decides to plunge into the profound depth. The astonishing thing is that he has never been hurt because of his dive, and he even says he feels much better afterwards. What is happening here, and why has he never been injured or, even worse, killed as a result of his risky behavior, if he isn't trying to harm himself?",Matthew is a deep-sea diver.,Consistent exercise has made him a very strong man.,Matthew was just raving to show her is outstanding.,None of above.,0,"['Matthew is a deep-sea diver.', 'Consistent exercise has made him a very strong man.', 'Matthew was just raving to show her is outstanding.', 'None of above.']","[0, 1, 2, 3]"
